,COD_DANE,NOM_DPTO,NOM_MPIO,cluster_total,cluster_n_tret,cluster_n_demic,cluster_n_spp,LATITUDE,LONGITUDE
988,73563.0,TOLIMA,PRADO,4,3,2,0,3.7489,-74.9281
989,73585.0,TOLIMA,PURIFICACION,4,3,2,0,3.853147039,-74.93698903
990,73616.0,TOLIMA,RIOBLANCO,0,0,3,7,3.5292,-75.6447
991,73622.0,TOLIMA,RONCESVALLES,0,2,3,7,4.0108,-75.6053
992,73624.0,TOLIMA,ROVIRA,3,2,3,2,4.2392,-75.2403
993,73671.0,TOLIMA,SALDAÑA,6,3,2,5,3.9292,-75.0156
994,73675.0,TOLIMA,SAN ANTONIO,5,0,3,7,3.915,-75.4794
995,73678.0,TOLIMA,SAN LUIS,4,3,3,0,4.1322,-75.0956
996,73686.0,TOLIMA,SANTA ISABEL,3,0,3,1,4.7139,-75.0975
997,73770.0,TOLIMA,SUAREZ,6,3,2,5,4.048890979,-74.8318846
998,73854.0,TOLIMA,VALLE DE SAN JUAN,4,3,2,0,4.1981,-75.1172
999,73861.0,TOLIMA,VENADILLO,7,1,3,6,4.7183,-74.9294
1000,73870.0,TOLIMA,VILLAHERMOSA,3,0,3,1,5.03,-75.1169
1001,73873.0,TOLIMA,VILLARRICA,4,3,1,0,3.9364,-74.6014
1002,76001.0,VALLE DEL CAUCA,CALI,0,2,3,2,3.414414305,-76.52156515
1003,76020.0,VALLE DEL CAUCA,ALCALA,6,1,2,5,4.674994014,-75.7797919
1004,76036.0,VALLE DEL CAUCA,ANDALUCIA,6,1,2,5,4.171713197,-76.16792463
1005,76041.0,VALLE DEL CAUCA,ANSERMANUEVO,4,0,3,0,4.794983672,-75.99200298
1006,76054.0,VALLE DEL CAUCA,ARGELIA,4,1,2,0,4.726944706,-76.11990465
1007,76100.0,VALLE DEL CAUCA,BOLIVAR,0,2,3,2,4.337846077,-76.18358271
1008,76109.0,VALLE DEL CAUCA,BUENAVENTURA,2,2,3,4,3.875707593,-77.01073733
1009,76111.0,VALLE DEL CAUCA,BUGA,0,0,3,2,3.90082931,-76.29897125
1010,76113.0,VALLE DEL CAUCA,BUGALAGRANDE,4,1,2,0,4.208331592,-76.15680774
1011,76122.0,VALLE DEL CAUCA,CAICEDONIA,4,0,3,0,4.334709881,-75.83061063
1012,76126.0,VALLE DEL CAUCA,CALIMA,1,2,3,3,3.933664266,-76.48413161
1013,76130.0,VALLE DEL CAUCA,CANDELARIA,6,3,1,5,3.407766465,-76.34642891
1014,76147.0,VALLE DEL CAUCA,CARTAGO,6,1,2,5,4.758755097,-75.94226404
1015,76233.0,VALLE DEL CAUCA,DAGUA,1,2,3,3,3.657308484,-76.68887101
1016,76243.0,VALLE DEL CAUCA,EL AGUILA,4,0,3,0,4.909568107,-76.04131723
1017,76246.0,VALLE DEL CAUCA,EL CAIRO,7,0,2,6,4.760873837,-76.22161113
1018,76248.0,VALLE DEL CAUCA,EL CERRITO,5,0,2,7,3.684289947,-76.31191183
1019,76250.0,VALLE DEL CAUCA,EL DOVIO,5,2,2,7,4.51045189,-76.23708395
1020,76275.0,VALLE DEL CAUCA,FLORIDA,5,1,2,6,3.323878599,-76.23434959
1021,76306.0,VALLE DEL CAUCA,GINEBRA,6,1,2,5,3.724181147,-76.26806789
1022,76318.0,VALLE DEL CAUCA,GUACARI,6,1,2,5,3.762667999,-76.33105502
1023,76364.0,VALLE DEL CAUCA,JAMUNDI,0,0,2,2,3.260528696,-76.53949711
1024,76377.0,VALLE DEL CAUCA,LA CUMBRE,0,2,3,2,3.64926779,-76.56805003
1025,76400.0,VALLE DEL CAUCA,LA UNION,6,1,2,5,4.533868804,-76.09966061
1026,76403.0,VALLE DEL CAUCA,LA VICTORIA,6,1,2,5,"﻿4,5213888888889",-76.03638889
1027,76497.0,VALLE DEL CAUCA,OBANDO,6,1,2,5,4.575711794,-75.97470998
1028,76520.0,VALLE DEL CAUCA,PALMIRA,0,1,2,7,3.532357718,-76.29856028
1029,76563.0,VALLE DEL CAUCA,PRADERA,7,1,2,6,3.419847001,-76.24183218
1030,76606.0,VALLE DEL CAUCA,RESTREPO,0,2,2,2,3.821350676,-76.5233292
1031,76616.0,VALLE DEL CAUCA,RIOFRIO,5,0,3,7,4.156907647,-76.28831313
1032,76622.0,VALLE DEL CAUCA,ROLDANILLO,4,1,2,0,4.413601008,-76.15227903
1033,76670.0,VALLE DEL CAUCA,SAN PEDRO,6,1,2,5,3.995073116,-76.22869188
1034,76736.0,VALLE DEL CAUCA,SEVILLA,5,0,3,7,4.267033273,-75.93094058
1035,76823.0,VALLE DEL CAUCA,TORO,6,1,2,5,4.608085092,-76.07685901
1036,76828.0,VALLE DEL CAUCA,TRUJILLO,5,2,3,7,4.212036912,-76.31881838
1037,76834.0,VALLE DEL CAUCA,TULUA,0,0,3,7,4.085274824,-76.1976614
1038,76845.0,VALLE DEL CAUCA,ULLOA,6,1,2,5,4.702513848,-75.73774771
1039,76863.0,VALLE DEL CAUCA,VERSALLES,7,0,2,6,4.575018682,-76.19920318
1040,76869.0,VALLE DEL CAUCA,VIJES,7,0,2,6,3.698685537,-76.44180436
1041,76890.0,VALLE DEL CAUCA,YOTOCO,7,0,3,6,3.86122158,-76.38246986
1042,76892.0,VALLE DEL CAUCA,YUMBO,7,1,3,6,3.529032994,-76.49972038
1043,76895.0,VALLE DEL CAUCA,ZARZAL,6,1,2,5,4.392658481,-76.07079469
1044,81001.0,ARAUCA,ARAUCA,7,3,1,6,7.0903,-70.7617
1045,81065.0,ARAUCA,ARAUQUITA,5,3,1,7,7.0261,-71.4272
1046,81220.0,ARAUCA,CRAVO NORTE,4,3,1,0,6.3042,-70.2039
1047,81300.0,ARAUCA,FORTUL,3,3,1,1,6.7931,-71.7714
1048,81591.0,ARAUCA,PUERTO RONDON,7,3,1,6,6.283851501,-71.09774286
1049,81736.0,ARAUCA,SARAVENA,0,1,1,2,6.9547,-71.8767
1050,81794.0,ARAUCA,TAME,1,1,1,3,6.4583,-71.7447
1051,85001.0,CASANARE,YOPAL,0,3,1,2,5.3306,-72.3906
1052,85010.0,CASANARE,AGUAZUL,0,1,1,2,5.1689,-72.5467
1053,85015.0,CASANARE,CHAMEZA,0,1,1,2,5.214526574,-72.87015987
1054,85125.0,CASANARE,HATO COROZAL,0,3,1,2,6.1547,-71.7653
1055,85136.0,CASANARE,LA SALINA,5,3,1,7,6.1275,-72.3342
1056,85139.0,CASANARE,MANI,5,3,1,7,4.81682686,-72.28139845
1057,85162.0,CASANARE,MONTERREY,0,3,1,2,4.8761,-72.8964
1058,85225.0,CASANARE,NUNCHIA,5,3,1,7,5.636662597,-72.19507104
1059,85230.0,CASANARE,OROCUE,7,3,1,6,4.790269665,-71.33851792
1060,85250.0,CASANARE,PAZ DE ARIPORO,0,3,1,2,5.8811,-71.8917
1061,85263.0,CASANARE,PORE,5,3,1,7,5.7279,-71.9927
1062,85279.0,CASANARE,RECETOR,0,1,1,7,5.2283,-72.76
1063,85300.0,CASANARE,SABANALARGA,0,1,1,2,4.8543,-73.04
1064,85315.0,CASANARE,SACAMA,0,3,1,2,6.096737705,-72.2501571
1065,85325.0,CASANARE,SAN LUIS DE PALENQUE,7,3,1,6,5.4222,-71.7314
1066,85400.0,CASANARE,TAMARA,3,3,1,1,5.829652976,-72.16177586
1067,85410.0,CASANARE,TAURAMENA,3,1,1,1,5.0167,-72.75
1068,85430.0,CASANARE,TRINIDAD,7,3,1,6,5.4092,-71.6611
1069,85440.0,CASANARE,VILLANUEVA,0,3,1,7,4.6087,-72.9288
1070,86001.0,PUTUMAYO,MOCOA,2,2,1,4,1.1492,-76.6464
1071,86219.0,PUTUMAYO,COLON,4,1,1,0,1.189825988,-76.97230179
1072,86320.0,PUTUMAYO,ORITO,2,2,1,4,0.6661,-76.8708
1073,86568.0,PUTUMAYO,PUERTO ASIS,1,0,1,3,0.505627082,-76.49688674
1074,86569.0,PUTUMAYO,PUERTO CAICEDO,1,0,1,3,0.685,-76.6044
1075,86571.0,PUTUMAYO,PUERTO GUZMAN,1,0,1,3,0.962684388,-76.40727388
1076,86573.0,PUTUMAYO,PUERTO LEGUIZAMO,1,1,1,1,-0.191872848,-74.78247103
1077,86749.0,PUTUMAYO,SIBUNDOY,7,1,1,6,1.2033,-76.9192
1078,86755.0,PUTUMAYO,SAN FRANCISCO,3,2,1,1,1.1747,-76.8797
1079,86757.0,PUTUMAYO,SAN MIGUEL,1,0,1,3,0.343481168,-76.91205479
1080,86760.0,PUTUMAYO,SANTIAGO,1,2,1,3,1.1469,-77.0011
1081,86865.0,PUTUMAYO,VALLE DEL GUAMUEZ,1,2,1,3,0.4253,-76.9053
1082,86885.0,PUTUMAYO,VILLAGARZON,2,2,1,4,1.028918086,-76.61711393
1083,91001.0,AMAZONAS,LETICIA,3,3,1,1,-4.215,-69.9411
1084,91263.0,AMAZONAS,EL ENCANTO,3,3,1,2,-1.746287643,-73.20897386
1085,91405.0,AMAZONAS,LA CHORRERA,0,3,1,2,-1.44303198,-72.79545165
1086,91407.0,AMAZONAS,LA PEDRERA,0,3,1,2,-1.319312591,-69.58842102
1087,91430.0,AMAZONAS,LA VICTORIA,5,3,1,7,0.05138888889,-71.22277778
1088,91460.0,AMAZONAS,MIRITI-PARANA,0,3,1,2,-0.888832636,-70.98893023
1089,91530.0,AMAZONAS,PUERTO ALEGRIA,3,3,1,2,-1.005673854,-74.01446088
1090,91536.0,AMAZONAS,PUERTO ARICA,0,3,1,2,-2.148446596,-71.75263619
1091,91540.0,AMAZONAS,PUERTO NARIÑO,3,3,1,1,-3.7703,-70.3831
1092,91669.0,AMAZONAS,PUERTO SANTANDER,0,3,1,2,-0.621184474,-72.38421269
1093,91798.0,AMAZONAS,TARAPACA,0,3,1,2,-2.890126001,-69.74174485
1094,94001.0,GUAINIA,INIRIDA,3,1,1,2,3.866161619,-67.91883684
1095,94343.0,GUAINIA,BARRANCO MINAS,5,3,1,7,3.494178378,-69.81406553
1096,94663.0,GUAINIA,MAPIRIPANA,5,3,1,6,2.808055556,-70.47611111
1097,94883.0,GUAINIA,SAN FELIPE,0,1,1,2,1.909204012,-67.06833873
1098,94884.0,GUAINIA,PUERTO COLOMBIA,0,1,1,2,2.726437537,-67.56677359
1099,94885.0,GUAINIA,LA GUADALUPE,0,3,1,2,1.632464287,-66.96369193
1100,94886.0,GUAINIA,CACAHUAL,0,1,1,2,3.526372267,-67.41326289
1101,94887.0,GUAINIA,PANA PANA,0,3,1,2,1.865668307,-69.00990037
1102,94888.0,GUAINIA,MORICHAL,5,3,1,7,2.265132127,-69.91940436
1103,95001.0,GUAVIARE,SAN JOSE DEL GUAVIARE,3,3,1,2,2.566428365,-72.63898847
1104,95015.0,GUAVIARE,CALAMAR,3,3,1,2,1.9596,-72.6531
1105,95025.0,GUAVIARE,EL RETORNO,0,3,1,2,2.3306,-72.6278
1106,95200.0,GUAVIARE,MIRAFLORES,0,3,1,2,1.3367,-71.9511
1107,97001.0,VAUPES,MITU,3,3,1,2,1.253055733,-70.23273579
1108,97161.0,VAUPES,CARURU,0,3,1,2,1.014597709,-71.29779326
1109,97511.0,VAUPES,PACOA,0,3,1,2,0.020698059,-71.00433923
1110,97666.0,VAUPES,TARAIRA,0,3,1,7,-0.5636,-69.6336
1111,97777.0,VAUPES,PAPUNAHUA,0,3,1,2,1.907574121,-70.76146727
1112,97889.0,VAUPES,YAVARATE,0,3,1,2,0.609141615,-69.20333732
1113,99001.0,VICHADA,PUERTO CARREÑO,3,1,1,1,6.1889,-67.4858
1114,99524.0,VICHADA,LA PRIMAVERA,7,3,1,6,5.4906,-70.4092
1115,99624.0,VICHADA,SANTA ROSALIA,4,3,1,0,5.136393314,-70.85949863
1116,99773.0,VICHADA,CUMARIBO,1,1,1,1,4.4461,-69.7956
