,COD_DANE,NOM_DPTO,NOM_MPIO,cluster_total,cluster_n_tret,cluster_n_demic,cluster_n_spp,LATITUDE,LONGITUDE
0,5001.0,ANTIOQUIA,MEDELLIN,7,0,3,6,6.250129488,-75.57863094
1,5002.0,ANTIOQUIA,ABEJORRAL,0,0,3,7,5.7906,-75.4269
2,5004.0,ANTIOQUIA,ABRIAQUI,7,0,3,6,6.631806453,-76.06470346
3,5021.0,ANTIOQUIA,ALEJANDRIA,3,1,3,2,6.376061445,-75.14134618
4,5030.0,ANTIOQUIA,AMAGA,6,0,2,5,6.038816776,-75.70204111
5,5031.0,ANTIOQUIA,AMALFI,1,0,3,1,6.9092,-75.0767
6,5034.0,ANTIOQUIA,ANDES,7,2,3,6,5.6556,-75.8803
7,5036.0,ANTIOQUIA,ANGELOPOLIS,6,1,2,5,6.109719064,-75.71138922
8,5038.0,ANTIOQUIA,ANGOSTURA,3,1,3,2,6.8851,-75.3347
9,5040.0,ANTIOQUIA,ANORI,1,0,3,1,7.074702853,-75.14835512
10,5042.0,ANTIOQUIA,SANTAFE DE ANTIOQUIA,4,0,2,0,6.556566638,-75.82704303
11,5044.0,ANTIOQUIA,ANZA,6,0,1,5,6.302641172,-75.85444229
12,5045.0,ANTIOQUIA,APARTADO,5,1,1,7,7.883319706,-76.62531095
13,5051.0,ANTIOQUIA,ARBOLETES,7,3,1,6,8.8511,-76.4272
14,5055.0,ANTIOQUIA,ARGELIA,3,0,3,1,5.7319,-75.1419
15,5059.0,ANTIOQUIA,ARMENIA,6,1,2,5,6.1564,-75.7858
16,5079.0,ANTIOQUIA,BARBOSA,0,0,3,2,6.4375,-75.3306
17,5086.0,ANTIOQUIA,BELMIRA,7,3,2,6,6.605,-75.6658
18,5088.0,ANTIOQUIA,BELLO,7,0,3,6,6.3319,-75.5581
19,5091.0,ANTIOQUIA,BETANIA,4,0,2,0,5.7347,-75.9792
20,5093.0,ANTIOQUIA,BETULIA,4,0,2,0,6.1122,-75.9839
21,5101.0,ANTIOQUIA,CIUDAD BOLIVAR,4,0,2,0,5.850273233,-76.02150921
22,5107.0,ANTIOQUIA,BRICEÑO,0,1,3,2,7.1106,-75.5511
23,5113.0,ANTIOQUIA,BURITICA,4,1,2,0,6.719729847,-75.90749551
24,5120.0,ANTIOQUIA,CACERES,0,1,2,2,7.578315451,-75.35235749
25,5125.0,ANTIOQUIA,CAICEDO,4,0,2,0,6.4069,-75.9853
26,5129.0,ANTIOQUIA,CALDAS,6,0,3,5,6.0886,-75.6361
27,5134.0,ANTIOQUIA,CAMPAMENTO,3,1,3,1,6.9792,-75.2958
28,5138.0,ANTIOQUIA,CAÑASGORDAS,7,1,2,6,6.7497,-76.0258
29,5142.0,ANTIOQUIA,CARACOLI,5,3,2,7,6.409829273,-74.75742072
30,5145.0,ANTIOQUIA,CARAMANTA,6,0,2,5,5.5467,-75.6442
31,5147.0,ANTIOQUIA,CAREPA,0,1,1,7,7.7581,-76.6553
32,5148.0,ANTIOQUIA,CARMEN DE VIBORAL,0,1,3,2,6.0819,-75.3342
33,5150.0,ANTIOQUIA,CAROLINA,0,1,2,2,6.7244,-75.2817
34,5154.0,ANTIOQUIA,CAUCASIA,0,1,1,7,7.9865,-75.1935
35,5172.0,ANTIOQUIA,CHIGORODO,0,1,1,7,7.666291026,-76.68125617
36,5190.0,ANTIOQUIA,CISNEROS,0,3,2,2,6.5383,-75.0886
37,5197.0,ANTIOQUIA,COCORNA,0,1,3,2,6.058306335,-75.18548101
38,5206.0,ANTIOQUIA,CONCEPCION,0,1,3,2,6.394348113,-75.2575872
39,5209.0,ANTIOQUIA,CONCORDIA,6,0,2,5,6.0456,-75.9075
40,5212.0,ANTIOQUIA,COPACABANA,7,0,3,6,6.3486,-75.5103
41,5234.0,ANTIOQUIA,DABEIBA,1,0,2,1,7.0014,-76.2611
42,5237.0,ANTIOQUIA,DON MATIAS,0,0,3,2,6.485607566,-75.39264627
43,5240.0,ANTIOQUIA,EBEJICO,6,1,1,5,6.326128157,-75.76416492
44,5250.0,ANTIOQUIA,EL BAGRE,0,1,1,2,7.6047,-74.8086
45,5264.0,ANTIOQUIA,ENTRERRIOS,5,3,2,6,6.566273036,-75.51768479
46,5266.0,ANTIOQUIA,ENVIGADO,7,0,2,6,6.1719,-75.5803
47,5282.0,ANTIOQUIA,FREDONIA,6,0,3,5,5.9267,-75.6739
48,5284.0,ANTIOQUIA,FRONTINO,3,0,3,1,6.7786,-76.1314
49,5306.0,ANTIOQUIA,GIRALDO,6,1,1,5,6.6806,-75.9528
50,5308.0,ANTIOQUIA,GIRARDOTA,7,0,2,6,6.3769,-75.4461
51,5310.0,ANTIOQUIA,GOMEZ PLATA,3,1,3,2,6.683268866,-75.22001803
52,5313.0,ANTIOQUIA,GRANADA,0,1,3,2,6.1442,-75.1853
53,5315.0,ANTIOQUIA,GUADALUPE,0,1,3,2,6.8145,-75.2406
54,5318.0,ANTIOQUIA,GUARNE,5,0,3,7,6.2792,-75.4419
55,5321.0,ANTIOQUIA,GUATAPE,0,3,2,7,6.232592708,-75.16229259
56,5347.0,ANTIOQUIA,HELICONIA,6,1,2,5,6.2106,-75.73
57,5353.0,ANTIOQUIA,HISPANIA,6,1,2,5,5.803,-75.912
58,5360.0,ANTIOQUIA,ITAGUI,6,1,2,5,6.169597629,-75.61435871
59,5361.0,ANTIOQUIA,ITUANGO,1,0,2,1,7.1711,-75.7636
60,5364.0,ANTIOQUIA,JARDIN,6,2,3,5,5.59754174,-75.81898092
61,5368.0,ANTIOQUIA,JERICO,6,0,3,5,5.789747931,-75.78549856
62,5376.0,ANTIOQUIA,LA CEJA,5,1,2,7,6.0308,-75.4315
63,5380.0,ANTIOQUIA,LA ESTRELLA,6,0,3,5,6.1577,-75.6432
64,5390.0,ANTIOQUIA,LA PINTADA,6,1,2,5,5.7419,-75.6053
65,5400.0,ANTIOQUIA,LA UNION,5,1,2,7,5.973844906,-75.36087442
66,5411.0,ANTIOQUIA,LIBORINA,6,1,1,5,6.6781,-75.8122
67,5425.0,ANTIOQUIA,MACEO,5,3,2,7,6.5533,-74.7872
68,5440.0,ANTIOQUIA,MARINILLA,5,1,2,7,6.1744,-75.3389
69,5467.0,ANTIOQUIA,MONTEBELLO,7,0,3,6,5.946313163,-75.52345531
70,5475.0,ANTIOQUIA,MURINDO,5,1,1,7,6.977694486,-76.81746412
71,5480.0,ANTIOQUIA,MUTATA,3,0,2,1,7.242875057,-76.4358754
72,5483.0,ANTIOQUIA,NARIÑO,0,0,3,2,5.6089,-75.1766
73,5490.0,ANTIOQUIA,NECOCLI,5,1,1,7,8.426135984,-76.7845745
74,5495.0,ANTIOQUIA,NECHI,5,1,1,7,8.094128661,-74.77647012
75,5501.0,ANTIOQUIA,OLAYA,6,1,1,5,6.6278,-75.8119
76,5541.0,ANTIOQUIA,PEÑOL,0,1,3,2,6.2191,-75.2433
77,5543.0,ANTIOQUIA,PEQUE,5,1,2,7,7.0214,-75.9094
78,5576.0,ANTIOQUIA,PUEBLORRICO,6,0,2,5,5.7906,-75.8406
79,5579.0,ANTIOQUIA,PUERTO BERRIO,5,3,1,7,6.487032439,-74.40994922
80,5585.0,ANTIOQUIA,PUERTO NARE,5,3,2,7,6.1844,-74.5836
81,5591.0,ANTIOQUIA,PUERTO TRIUNFO,7,3,1,6,5.8728,-74.6397
82,5604.0,ANTIOQUIA,REMEDIOS,0,1,2,2,7.0275,-74.6939
83,5607.0,ANTIOQUIA,RETIRO,7,0,3,6,6.0597,-75.5039
84,5615.0,ANTIOQUIA,RIONEGRO,5,0,3,7,6.1551,-75.3737
85,5628.0,ANTIOQUIA,SABANALARGA,4,1,1,0,6.8489,-75.8171
86,5631.0,ANTIOQUIA,SABANETA,6,0,2,5,6.1508,-75.615
87,5642.0,ANTIOQUIA,SALGAR,4,0,3,0,5.9639,-75.9775
88,5647.0,ANTIOQUIA,SAN ANDRES,7,1,2,6,6.912558243,-75.6760076
89,5649.0,ANTIOQUIA,SAN CARLOS,3,3,3,1,6.1872,-74.9922
90,5652.0,ANTIOQUIA,SAN FRANCISCO,3,1,3,2,5.9642,-75.1017
91,5656.0,ANTIOQUIA,SAN JERONIMO,6,1,2,5,6.448065857,-75.72699982
92,5658.0,ANTIOQUIA,SAN JOSE DE LA MONTAÑA,4,3,1,0,6.850090299,-75.68335163
93,5659.0,ANTIOQUIA,SAN JUAN DE URABA,7,3,1,6,8.759369175,-76.52879606
94,5660.0,ANTIOQUIA,SAN LUIS,3,3,3,2,6.0434,-74.9937
95,5664.0,ANTIOQUIA,SAN PEDRO,7,1,2,6,6.4613,-75.5578
96,5665.0,ANTIOQUIA,SAN PEDRO DE URABA,5,1,1,7,8.276886664,-76.38057789
97,5667.0,ANTIOQUIA,SAN RAFAEL,3,3,3,1,6.295,-75.0281
98,5670.0,ANTIOQUIA,SAN ROQUE,3,3,3,2,6.4853,-75.0197
99,5674.0,ANTIOQUIA,SAN VICENTE,0,1,3,7,6.2819,-75.3322
100,5679.0,ANTIOQUIA,SANTA BARBARA,4,1,3,0,5.875526798,-75.56735075
101,5686.0,ANTIOQUIA,SANTA.ROSA DE OSOS,3,1,3,2,6.643365573,-75.46072296
102,5690.0,ANTIOQUIA,SANTO DOMINGO,3,1,3,2,6.4708,-75.1658
103,5697.0,ANTIOQUIA,SANTUARIO,0,1,2,2,6.1383,-75.2642
104,5736.0,ANTIOQUIA,SEGOVIA,0,1,2,2,7.0781,-74.7017
105,5756.0,ANTIOQUIA,SONSON,1,0,3,3,5.714851126,-75.30959585
106,5761.0,ANTIOQUIA,SOPETRAN,6,1,1,5,6.500744708,-75.7473777
107,5789.0,ANTIOQUIA,TAMESIS,6,0,3,5,5.664644561,-75.71442921
108,5790.0,ANTIOQUIA,TARAZA,3,1,3,2,7.580127342,-75.40140708
109,5792.0,ANTIOQUIA,TARSO,6,0,3,5,5.865,-75.8225
110,5809.0,ANTIOQUIA,TITIRIBI,6,0,2,5,6.060980082,-75.79154901
111,5819.0,ANTIOQUIA,TOLEDO,4,1,2,0,7.0131,-75.6953
112,5837.0,ANTIOQUIA,TURBO,3,1,1,2,8.0931,-76.7283
113,5842.0,ANTIOQUIA,URAMITA,5,1,2,7,6.8986,-76.1736
114,5847.0,ANTIOQUIA,URRAO,3,2,3,1,6.3156,-76.1342
115,5854.0,ANTIOQUIA,VALDIVIA,3,1,3,1,7.1636,-75.4392
116,5856.0,ANTIOQUIA,VALPARAISO,6,0,2,5,5.614555317,-75.6244519
117,5858.0,ANTIOQUIA,VEGACHI,0,1,2,2,6.773448056,-74.79874312
118,5861.0,ANTIOQUIA,VENECIA,6,0,2,5,5.9628,-75.7381
119,5873.0,ANTIOQUIA,VIGIA DEL FUERTE,5,0,1,7,6.588119845,-76.89618698
120,5885.0,ANTIOQUIA,YALI,0,3,2,2,6.6765542,-74.84005916
121,5887.0,ANTIOQUIA,YARUMAL,3,0,3,1,6.9633,-75.4172
122,5890.0,ANTIOQUIA,YOLOMBO,1,1,2,3,6.594510628,-75.01338451
123,5893.0,ANTIOQUIA,YONDO,5,1,1,7,7.003947766,-73.91245971
124,5895.0,ANTIOQUIA,ZARAGOZA,0,1,2,2,7.4897,-74.8692
125,8001.0,ATLANTICO,BARRANQUILLA,7,1,1,6,10.9639,-74.7964
126,8078.0,ATLANTICO,BARANOA,7,3,1,6,10.7956,-74.9194
127,8137.0,ATLANTICO,CAMPO DE LA CRUZ,7,3,1,6,10.3778,-74.8814
128,8141.0,ATLANTICO,CANDELARIA,7,3,1,6,10.4592,-74.8806
129,8296.0,ATLANTICO,GALAPA,7,3,1,6,10.8969,-74.886
130,8372.0,ATLANTICO,JUAN DE ACOSTA,7,3,1,6,10.8286,-75.035
131,8421.0,ATLANTICO,LURUACO,7,3,1,6,10.6083,-75.1417
132,8433.0,ATLANTICO,MALAMBO,7,3,1,6,10.8595,-74.7739
133,8436.0,ATLANTICO,MANATI,7,3,1,6,10.44896532,-74.95703581
134,8520.0,ATLANTICO,PALMAR DE VARELA,7,3,1,6,10.7389,-74.7547
135,8549.0,ATLANTICO,PIOJO,7,3,1,6,10.74925798,-75.10752322
136,8558.0,ATLANTICO,POLONUEVO,7,3,1,6,10.7772,-74.8528
137,8560.0,ATLANTICO,PONEDERA,7,3,1,6,10.6419,-74.7531
138,8573.0,ATLANTICO,PUERTO COLOMBIA,7,3,1,6,10.9922,-74.9528
139,8606.0,ATLANTICO,REPELON,7,3,1,6,10.49334167,-75.12548162
140,8634.0,ATLANTICO,SABANAGRANDE,7,3,1,6,10.7903,-74.7556
141,8638.0,ATLANTICO,SABANALARGA,7,3,1,6,10.63,-74.9236
142,8675.0,ATLANTICO,SANTA LUCIA,7,3,1,6,10.32327321,-74.95897145
143,8685.0,ATLANTICO,SANTO TOMAS,7,3,1,6,10.75605629,-74.75411186
144,8758.0,ATLANTICO,SOLEDAD,7,3,1,6,10.92,-74.77
145,8770.0,ATLANTICO,SUAN,7,3,1,6,10.3335,-74.8802
146,8832.0,ATLANTICO,TUBARA,7,3,1,6,10.87358611,-74.97870404
147,8849.0,ATLANTICO,USIACURI,7,3,1,6,10.74298002,-74.97698512
148,11001.0,SANTA FE DE BOGOTA  D. C.,SANTA FE DE BOGOTA  D. C.,0,0,2,2,4.650173031,-74.107359
149,13001.0,BOLIVAR,CARTAGENA,7,3,1,6,10.4236,-75.5253
150,13006.0,BOLIVAR,ACHI,7,1,1,6,8.569113066,-74.55706477
151,13030.0,BOLIVAR,ALTOS DEL ROSARIO,7,3,1,6,8.7914,-74.1636
152,13042.0,BOLIVAR,ARENAL,5,1,2,7,8.4593,-73.9433
153,13052.0,BOLIVAR,ARJONA,7,3,1,6,10.255,-75.3447
154,13062.0,BOLIVAR,ARROYOHONDO,7,3,1,6,10.2494,-75.0194
155,13074.0,BOLIVAR,BARRANCO DE LOBA,7,1,1,6,8.9456,-74.1058
156,13140.0,BOLIVAR,CALAMAR,7,3,1,6,10.2527,-74.9157
157,13160.0,BOLIVAR,CANTAGALLO,0,1,1,7,7.3761,-73.9153
158,13188.0,BOLIVAR,CICUCO,4,3,1,0,9.2783,-74.6447
159,13212.0,BOLIVAR,CORDOBA,4,3,1,0,9.586907049,-74.82745862
160,13222.0,BOLIVAR,CLEMENCIA,7,3,1,6,10.5675,-75.3258
161,13244.0,BOLIVAR,EL CARMEN DE BOLIVAR,7,3,1,6,9.718520122,-75.12120455
162,13248.0,BOLIVAR,EL GUAMO,7,3,1,6,10.035,-74.9967
163,13268.0,BOLIVAR,EL PENON,7,3,1,6,8.988282935,-73.94928854
164,13300.0,BOLIVAR,HATILLO DE LOBA,7,3,1,0,8.9556,-74.0769
165,13430.0,BOLIVAR,MAGANGUE,4,3,1,0,9.268540482,-74.77017457
166,13433.0,BOLIVAR,MAHATES,7,3,1,6,10.2322,-75.1911
167,13440.0,BOLIVAR,MARGARITA,7,3,1,0,9.1531,-74.2881
168,13442.0,BOLIVAR,MARIA LA BAJA,7,3,1,6,9.982553607,-75.30059682
169,13458.0,BOLIVAR,MONTECRISTO,0,1,2,2,8.2958,-74.4728
170,13468.0,BOLIVAR,MOMPOS,4,3,1,0,9.243893702,-74.42788913
171,13473.0,BOLIVAR,MORALES,5,1,2,7,8.2752,-73.8688
172,13549.0,BOLIVAR,PINILLOS,7,3,1,6,8.915,-74.4619
173,13580.0,BOLIVAR,REGIDOR,7,1,1,6,8.6664,-73.8222
174,13600.0,BOLIVAR,RIO VIEJO,5,1,1,7,8.587627719,-73.83994548
175,13620.0,BOLIVAR,SAN CRISTOBAL,7,3,1,6,10.39285988,-75.06553581
176,13647.0,BOLIVAR,SAN ESTANISLAO,7,3,1,6,10.3978,-75.1514
177,13650.0,BOLIVAR,SAN FERNANDO,4,3,1,0,9.2119,-74.3231
178,13654.0,BOLIVAR,SAN JACINTO,7,3,1,6,9.8311,-75.1219
179,13655.0,BOLIVAR,SAN JACINTO DEL CAUCA,5,1,1,7,8.2497,-74.72
180,13657.0,BOLIVAR,SAN JUAN NEPOMUCENO,7,3,1,6,9.9522,-75.0811
181,13667.0,BOLIVAR,SAN MARTIN DE LOBA,7,1,1,6,8.937102736,-74.03901412
182,13670.0,BOLIVAR,SAN PABLO,0,1,2,2,7.4764,-73.9231
183,13673.0,BOLIVAR,SANTA CATALINA,7,3,1,6,10.6039,-75.2878
184,13683.0,BOLIVAR,SANTA ROSA,7,3,1,6,10.4456,-75.3686
185,13688.0,BOLIVAR,SANTA ROSA DEL SUR,0,1,2,2,7.9633,-74.0533
186,13744.0,BOLIVAR,SIMITI,0,1,2,2,7.954176376,-73.94731196
187,13760.0,BOLIVAR,SOPLAVIENTO,7,3,1,6,10.3908,-75.1367
188,13780.0,BOLIVAR,TALAIGUA NUEVO,4,3,1,0,9.3028,-74.5678
189,13810.0,BOLIVAR,TIQUISIO,5,1,1,7,8.5578,-74.2639
190,13836.0,BOLIVAR,TURBACO,7,3,1,6,10.3319,-75.4142
191,13838.0,BOLIVAR,TURBANA,7,3,1,6,10.27439293,-75.44249669
192,13873.0,BOLIVAR,VILLANUEVA,7,3,1,6,10.4436,-75.2731
193,13894.0,BOLIVAR,ZAMBRANO,4,3,1,0,9.7474,-74.8157
194,15001.0,BOYACA,TUNJA,4,3,1,0,5.5403,-73.3614
195,15022.0,BOYACA,ALMEIDA,7,1,1,6,4.9706,-73.3786
196,15047.0,BOYACA,AQUITANIA,0,1,2,2,5.5194,-72.8836
197,15051.0,BOYACA,ARCABUCO,7,1,2,6,5.7544,-73.4375
198,15087.0,BOYACA,BELEN,7,3,1,6,5.98927786,-72.91161957
199,15090.0,BOYACA,BERBEO,5,1,1,7,5.2267,-73.1267
200,15092.0,BOYACA,BETEITIVA,7,3,1,6,5.90997752,-72.80901387
201,15097.0,BOYACA,BOAVITA,7,3,2,6,6.3308,-72.5842
202,15104.0,BOYACA,BOYACA,7,3,1,6,5.454604617,-73.36194649
203,15106.0,BOYACA,BRICEÑO,6,3,2,5,5.6914,-73.9222
204,15109.0,BOYACA,BUENAVISTA,4,1,2,0,5.5114,-73.9419
205,15114.0,BOYACA,BUSBANZA,4,3,1,0,5.831392928,-72.88415777
206,15131.0,BOYACA,CALDAS,4,3,2,0,5.5546,-73.8657
207,15135.0,BOYACA,CAMPOHERMOSO,0,1,1,2,5.0311,-73.1033
208,15162.0,BOYACA,CERINZA,4,3,1,0,5.9564,-72.9469
209,15172.0,BOYACA,CHINAVITA,5,3,1,6,5.1669,-73.3689
210,15176.0,BOYACA,CHIQUINQUIRA,4,3,2,0,5.613787821,-73.8187463
211,15180.0,BOYACA,CHISCAS,5,3,1,7,6.5531,-72.4994
212,15183.0,BOYACA,CHITA,0,3,2,2,6.1878,-72.4725
213,15185.0,BOYACA,CHITARAQUE,4,1,3,0,6.0283,-73.4469
214,15187.0,BOYACA,CHIVATA,4,3,1,0,5.558948845,-73.28252944
215,15189.0,BOYACA,CIENEGA,7,3,1,6,5.408702192,-73.29606129
216,15204.0,BOYACA,COMBITA,7,1,2,6,5.634545424,-73.32395675
217,15212.0,BOYACA,COPER,7,1,2,6,5.4739,-74.0475
218,15215.0,BOYACA,CORRALES,7,3,1,6,5.8286,-72.845
219,15218.0,BOYACA,COVARACHIA,7,1,2,6,6.50017746,-72.73897793
220,15223.0,BOYACA,CUBARA,3,3,1,1,7.000092876,-72.11068776
221,15224.0,BOYACA,CUCAITA,4,3,2,0,5.5439,-73.4542
222,15226.0,BOYACA,CUITIVA,7,1,2,6,5.580367231,-72.96592323
223,15232.0,BOYACA,CHIQUIZA,4,3,2,0,5.639834305,-73.44946262
224,15236.0,BOYACA,CHIVOR,5,1,1,7,4.8878,-73.3683
225,15238.0,BOYACA,DUITAMA,7,1,2,6,5.8219,-73.0297
226,15244.0,BOYACA,EL COCUY,5,3,2,7,6.4094,-72.4444
227,15248.0,BOYACA,EL ESPINO,7,3,1,6,6.4825,-72.4967
228,15272.0,BOYACA,FIRAVITOBA,7,3,1,6,5.6694,-72.9928
229,15276.0,BOYACA,FLORESTA,7,3,1,6,5.8594,-72.9186
230,15293.0,BOYACA,GACHANTIVA,4,3,2,0,5.751891082,-73.54909239
231,15296.0,BOYACA,GAMEZA,5,3,1,7,5.802332847,-72.80553039
232,15299.0,BOYACA,GARAGOA,5,1,1,7,5.0822,-73.3639
233,15317.0,BOYACA,GUACAMAYAS,7,3,1,6,6.4594,-72.5006
234,15322.0,BOYACA,GUATEQUE,7,3,1,6,5.0058,-73.4731
235,15325.0,BOYACA,GUAYATA,5,1,1,6,4.967121866,-73.48969758
236,15332.0,BOYACA,GUICAN,0,3,1,2,6.462863755,-72.41176261
237,15362.0,BOYACA,IZA,7,3,1,6,5.6125,-72.9786
238,15367.0,BOYACA,JENESANO,7,3,1,6,5.385,-73.3636
239,15368.0,BOYACA,JERICO,5,3,1,6,6.145901606,-72.57072975
240,15377.0,BOYACA,LABRANZAGRANDE,0,3,1,2,5.5633,-72.5775
241,15380.0,BOYACA,LA CAPILLA,7,3,1,6,5.0956,-73.4436
242,15401.0,BOYACA,LA VICTORIA,6,3,2,5,5.5228,-74.2328
243,15403.0,BOYACA,LA UVITA,7,3,2,6,6.3161,-72.56
244,15407.0,BOYACA,VILLA DE LEYVA,4,3,1,0,5.6331,-73.5256
245,15425.0,BOYACA,MACANAL,5,0,1,7,4.9719,-73.3194
246,15442.0,BOYACA,MARIPI,4,3,2,0,5.55009071,-74.00404995
247,15455.0,BOYACA,MIRAFLORES,5,1,1,7,5.1964,-73.1444
248,15464.0,BOYACA,MONGUA,0,3,1,2,5.7533,-72.7986
249,15466.0,BOYACA,MONGUI,5,3,1,6,5.723486391,-72.84929243
250,15469.0,BOYACA,MONIQUIRA,4,1,2,0,5.876334811,-73.57337039
251,15476.0,BOYACA,MOTAVITA,4,3,2,0,5.5772,-73.3672
252,15480.0,BOYACA,MUZO,4,3,2,0,5.5297,-74.1044
253,15491.0,BOYACA,NOBSA,7,3,1,6,5.7697,-72.94
254,15494.0,BOYACA,NUEVO COLON,7,3,1,6,5.355376311,-73.45694841
255,15500.0,BOYACA,OICATA,4,3,1,0,5.595234238,-73.30840398
256,15507.0,BOYACA,OTANCHE,7,1,3,6,5.6578,-74.1806
257,15511.0,BOYACA,PACHAVITA,7,3,1,6,5.1406,-73.3978
258,15514.0,BOYACA,PAEZ,0,1,1,2,5.094621211,-73.0544963
259,15516.0,BOYACA,PAIPA,7,1,2,6,5.78,-73.1175
260,15518.0,BOYACA,PAJARITO,0,3,1,7,5.2931,-72.7031
261,15522.0,BOYACA,PANQUEBA,7,3,1,6,6.4428,-72.4592
262,15531.0,BOYACA,PAUNA,7,1,2,6,5.6561,-73.9789
263,15533.0,BOYACA,PAYA,0,3,1,2,5.6253,-72.4239
264,15537.0,BOYACA,PAZ DE RIO,7,3,1,6,5.987644906,-72.74913738
265,15542.0,BOYACA,PESCA,5,3,1,7,5.5589,-73.0503
266,15550.0,BOYACA,PISBA,5,3,1,7,5.7225,-72.4853
267,15572.0,BOYACA,PUERTO BOYACA,5,1,3,7,5.977934951,-74.58799919
268,15580.0,BOYACA,QUIPAMA,7,1,3,6,5.518370385,-74.17772939
269,15599.0,BOYACA,RAMIRIQUI,7,3,1,6,5.40029132,-73.33485214
270,15600.0,BOYACA,RAQUIRA,7,1,2,6,5.539135714,-73.63254269
271,15621.0,BOYACA,RONDON,7,3,1,6,5.357378217,-73.20847389
272,15632.0,BOYACA,SABOYA,4,3,2,0,5.697755637,-73.76445633
273,15638.0,BOYACA,SACHICA,4,3,2,0,5.584304511,-73.54253859
274,15646.0,BOYACA,SAMACA,7,3,2,6,5.492307552,-73.48561848
275,15660.0,BOYACA,SAN EDUARDO,5,1,1,7,5.2225,-73.0769
276,15664.0,BOYACA,SAN JOSE DE PARE,6,3,2,5,6.018923923,-73.54539704
277,15667.0,BOYACA,SAN LUIS DE GACENO,0,1,1,2,4.8202,-73.1684
278,15673.0,BOYACA,SAN MATEO,7,3,1,6,6.4025,-72.555
279,15676.0,BOYACA,SAN MIGUEL DE SEMA,4,1,2,0,5.5178,-73.7228
280,15681.0,BOYACA,SAN PABLO BORBUR,4,1,2,0,5.650742715,-74.06996292
281,15686.0,BOYACA,SANTANA,6,3,2,5,6.0572,-73.4811
282,15690.0,BOYACA,SANTA MARIA,0,0,1,2,4.857192995,-73.26351766
283,15693.0,BOYACA,SAN ROSA VITERBO,7,3,1,6,5.874555598,-72.98246092
284,15696.0,BOYACA,SANTA SOFIA,4,3,2,0,5.713269421,-73.60270717
285,15720.0,BOYACA,SATIVANORTE,7,3,1,6,6.1314,-72.7075
286,15723.0,BOYACA,SATIVASUR,7,3,1,6,6.0933,-72.7117
287,15740.0,BOYACA,SIACHOQUE,7,3,1,6,5.5131,-73.2442
288,15753.0,BOYACA,SOATA,7,1,2,6,6.331944597,-72.68405135
289,15755.0,BOYACA,SOCOTA,0,3,2,2,6.041161833,-72.63665338
290,15757.0,BOYACA,SOCHA,7,3,2,6,5.9978,-72.6922
291,15759.0,BOYACA,SOGAMOSO,5,1,2,7,5.7158,-72.9333
292,15761.0,BOYACA,SOMONDOCO,7,1,1,6,4.9861,-73.4322
293,15762.0,BOYACA,SORA,4,3,2,0,5.574,-73.497
294,15763.0,BOYACA,SOTAQUIRA,7,1,2,6,5.765230774,-73.24733448
295,15764.0,BOYACA,SORACA,7,3,1,6,5.500898262,-73.33280386
296,15774.0,BOYACA,SUSACON,7,1,2,6,6.230332074,-72.69028925
297,15776.0,BOYACA,SUTAMARCHAN,4,3,2,0,5.619781419,-73.6205861
298,15778.0,BOYACA,SUTATENZA,7,3,1,6,5.0211,-73.4519
299,15790.0,BOYACA,TASCO,5,3,2,7,5.9092,-72.7814
300,15798.0,BOYACA,TENZA,7,3,1,6,5.0769,-73.4211
301,15804.0,BOYACA,TIBANA,7,3,1,6,5.317250924,-73.39645722
302,15806.0,BOYACA,TIBASOSA,7,3,1,6,5.7481,-72.9989
303,15808.0,BOYACA,TINJACA,4,3,2,0,5.57971331,-73.64684734
304,15810.0,BOYACA,TIPACOQUE,4,3,1,0,6.4203,-72.6917
305,15814.0,BOYACA,TOCA,7,3,1,6,5.5639,-73.184
306,15816.0,BOYACA,TOGUI,4,1,2,0,5.937438225,-73.51365506
307,15820.0,BOYACA,TOPAGA,7,3,1,6,5.768201449,-72.83224493
308,15822.0,BOYACA,TOTA,5,1,1,7,5.5603,-72.9861
309,15832.0,BOYACA,TUNUNGUA,6,3,2,5,5.730582208,-73.9331548
310,15835.0,BOYACA,TURMEQUE,7,3,1,6,5.323252767,-73.49184702
311,15837.0,BOYACA,TUTA,7,3,2,6,5.6897,-73.2275
312,15839.0,BOYACA,TUTAZA,4,3,1,0,6.032607903,-72.85603548
313,15842.0,BOYACA,UMBITA,7,3,1,6,5.221176201,-73.45691657
314,15861.0,BOYACA,VENTAQUEMADA,7,3,1,6,5.3664,-73.5219
315,15879.0,BOYACA,VIRACACHA,7,3,1,6,5.436788534,-73.29689965
316,15897.0,BOYACA,ZETAQUIRA,5,1,1,7,5.2839,-73.1703
317,17001.0,CALDAS,MANIZALES,0,2,0,2,5.0661,-75.4847
318,17013.0,CALDAS,AGUADAS,0,0,3,7,5.6092,-75.4564
319,17042.0,CALDAS,ANSERMA,6,1,3,5,5.2348,-75.7846
320,17050.0,CALDAS,ARANZAZU,5,0,3,7,5.2714,-75.4908
321,17088.0,CALDAS,BELALCAZAR,6,1,2,5,4.993784895,-75.8119177
322,17174.0,CALDAS,CHINCHINA,4,0,3,0,4.98523578,-75.60752092
323,17272.0,CALDAS,FILADELFIA,4,1,3,0,5.2961,-75.5617
324,17380.0,CALDAS,LA DORADA,7,3,2,6,5.4538,-74.6647
